TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,PEAK 1,,,,,,,,,,PEAK 2,,,,,,,,,,PEAK 3,,,,,,,,,,PEAK 4,,,,,,,,,,
CompoundName,ExperimentType,Compound Type,ChemicalFormula,Category,CAS,Ionization,ResponseThreshold,Internal Standard,Internal Standard Concentration,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp
SQDG 34:6,,,C43H70O12S,,,,,,,,811.4660753,M+H,+,1,,,,,,,833.4480169,M+Na,+,1,,,,,,,828.4926219,M+NH4,+,1,,,,,,,809.4515224,M-H,-,1,,,,,
SQDG 34:5,,,C43H72O12S,,,,,,,,813.4817254,M+H,+,1,,,,,,,835.4636669,M+Na,+,1,,,,,,,830.5082719,M+NH4,+,1,,,,,,,811.4671725,M-H,-,1,,,,,
SQDG 34:4,,,C43H74O12S,,,,,,,,815.4973755,M+H,+,1,,,,,,,837.479317,M+Na,+,1,,,,,,,832.523922,M+NH4,+,1,,,,,,,813.4828225,M-H,-,1,,,,,
SQDG 34:3,,,C43H76O12S,,,,,,,,817.5130255,M+H,+,1,,,,,,,839.4949671,M+Na,+,1,,,,,,,834.5395721,M+NH4,+,1,,,,,,,815.4984726,M-H,-,1,,,,,
SQDG 34:2,,,C43H78O12S,,,,,,,,819.5286756,M+H,+,1,,,,,,,841.5106171,M+Na,+,1,,,,,,,836.5552221,M+NH4,+,1,,,,,,,817.5141227,M-H,-,1,,,,,
SQDG 34:1,,,C43H80O12S,,,,,,,,821.5443257,M+H,+,1,,,,,,,843.5262672,M+Na,+,1,,,,,,,838.5708722,M+NH4,+,1,,,,,,,819.5297727,M-H,-,1,,,,,
SQDG 34:0,,,C43H82O12S,,,,,,,,823.5599757,M+H,+,1,,,,,,,845.5419173,M+Na,+,1,,,,,,,840.5865223,M+NH4,+,1,,,,,,,821.5454228,M-H,-,1,,,,,
SQDG 36:10,,,C45H66O12S,,,,,,,,831.4347752,M+H,+,1,,,,,,,853.4167167,M+Na,+,1,,,,,,,848.4613217,M+NH4,+,1,,,,,,,829.4202223,M-H,-,1,,,,,
SQDG 36:9,,,C45H68O12S,,,,,,,,833.4504253,M+H,+,1,,,,,,,855.4323668,M+Na,+,1,,,,,,,850.4769718,M+NH4,+,1,,,,,,,831.4358723,M-H,-,1,,,,,
SQDG 36:8,,,C45H70O12S,,,,,,,,835.4660753,M+H,+,1,,,,,,,857.4480169,M+Na,+,1,,,,,,,852.4926219,M+NH4,+,1,,,,,,,833.4515224,M-H,-,1,,,,,
SQDG 36:7,,,C45H72O12S,,,,,,,,837.4817254,M+H,+,1,,,,,,,859.4636669,M+Na,+,1,,,,,,,854.5082719,M+NH4,+,1,,,,,,,835.4671725,M-H,-,1,,,,,
SQDG 36:6,,,C45H74O12S,,,,,,,,839.4973755,M+H,+,1,,,,,,,861.479317,M+Na,+,1,,,,,,,856.523922,M+NH4,+,1,,,,,,,837.4828225,M-H,-,1,,,,,
SQDG 36:5,,,C45H76O12S,,,,,,,,841.5130255,M+H,+,1,,,,,,,863.4949671,M+Na,+,1,,,,,,,858.5395721,M+NH4,+,1,,,,,,,839.4984726,M-H,-,1,,,,,
SQDG 36:4,,,C45H78O12S,,,,,,,,843.5286756,M+H,+,1,,,,,,,865.5106171,M+Na,+,1,,,,,,,860.5552221,M+NH4,+,1,,,,,,,841.5141227,M-H,-,1,,,,,
SQDG 36:3,,,C45H80O12S,,,,,,,,845.5443257,M+H,+,1,,,,,,,867.5262672,M+Na,+,1,,,,,,,862.5708722,M+NH4,+,1,,,,,,,843.5297727,M-H,-,1,,,,,
SQDG 36:2,,,C45H82O12S,,,,,,,,847.5599757,M+H,+,1,,,,,,,869.5419173,M+Na,+,1,,,,,,,864.5865223,M+NH4,+,1,,,,,,,845.5454228,M-H,-,1,,,,,
SQDG 36:1,,,C45H84O12S,,,,,,,,849.5756258,M+H,+,1,,,,,,,871.5575673,M+Na,+,1,,,,,,,866.6021723,M+NH4,+,1,,,,,,,847.5610729,M-H,-,1,,,,,
SQDG 36:0,,,C45H86O12S,,,,,,,,851.5912759,M+H,+,1,,,,,,,873.5732174,M+Na,+,1,,,,,,,868.6178224,M+NH4,+,1,,,,,,,849.5767229,M-H,-,1,,,,,
SQDG 38:10,,,C47H70O12S,,,,,,,,859.4660753,M+H,+,1,,,,,,,881.4480169,M+Na,+,1,,,,,,,876.4926219,M+NH4,+,1,,,,,,,857.4515224,M-H,-,1,,,,,
SQDG 38:9,,,C47H72O12S,,,,,,,,861.4817254,M+H,+,1,,,,,,,883.4636669,M+Na,+,1,,,,,,,878.5082719,M+NH4,+,1,,,,,,,859.4671725,M-H,-,1,,,,,
SQDG 38:8,,,C47H74O12S,,,,,,,,863.4973755,M+H,+,1,,,,,,,885.479317,M+Na,+,1,,,,,,,880.523922,M+NH4,+,1,,,,,,,861.4828225,M-H,-,1,,,,,
SQDG 38:7,,,C47H76O12S,,,,,,,,865.5130255,M+H,+,1,,,,,,,887.4949671,M+Na,+,1,,,,,,,882.5395721,M+NH4,+,1,,,,,,,863.4984726,M-H,-,1,,,,,
SQDG 38:6,,,C47H78O12S,,,,,,,,867.5286756,M+H,+,1,,,,,,,889.5106171,M+Na,+,1,,,,,,,884.5552221,M+NH4,+,1,,,,,,,865.5141227,M-H,-,1,,,,,
SQDG 38:5,,,C47H80O12S,,,,,,,,869.5443257,M+H,+,1,,,,,,,891.5262672,M+Na,+,1,,,,,,,886.5708722,M+NH4,+,1,,,,,,,867.5297727,M-H,-,1,,,,,
SQDG 38:4,,,C47H82O12S,,,,,,,,871.5599757,M+H,+,1,,,,,,,893.5419173,M+Na,+,1,,,,,,,888.5865223,M+NH4,+,1,,,,,,,869.5454228,M-H,-,1,,,,,
SQDG 38:3,,,C47H84O12S,,,,,,,,873.5756258,M+H,+,1,,,,,,,895.5575673,M+Na,+,1,,,,,,,890.6021723,M+NH4,+,1,,,,,,,871.5610729,M-H,-,1,,,,,
SQDG 38:2,,,C47H86O12S,,,,,,,,875.5912759,M+H,+,1,,,,,,,897.5732174,M+Na,+,1,,,,,,,892.6178224,M+NH4,+,1,,,,,,,873.5767229,M-H,-,1,,,,,
SQDG 38:1,,,C47H88O12S,,,,,,,,877.6069259,M+H,+,1,,,,,,,899.5888675,M+Na,+,1,,,,,,,894.6334725,M+NH4,+,1,,,,,,,875.592373,M-H,-,1,,,,,
SQDG 38:0,,,C47H90O12S,,,,,,,,879.622576,M+H,+,1,,,,,,,901.6045175,M+Na,+,1,,,,,,,896.6491225,M+NH4,+,1,,,,,,,877.608023,M-H,-,1,,,,,
SQDG 40:11,,,C49H72O12S,,,,,,,,885.4817254,M+H,+,1,,,,,,,907.4636669,M+Na,+,1,,,,,,,902.5082719,M+NH4,+,1,,,,,,,883.4671725,M-H,-,1,,,,,
SQDG 40:10,,,C49H74O12S,,,,,,,,887.4973755,M+H,+,1,,,,,,,909.479317,M+Na,+,1,,,,,,,904.523922,M+NH4,+,1,,,,,,,885.4828225,M-H,-,1,,,,,
SQDG 40:9,,,C49H76O12S,,,,,,,,889.5130255,M+H,+,1,,,,,,,911.4949671,M+Na,+,1,,,,,,,906.5395721,M+NH4,+,1,,,,,,,887.4984726,M-H,-,1,,,,,
SQDG 40:8,,,C49H78O12S,,,,,,,,891.5286756,M+H,+,1,,,,,,,913.5106171,M+Na,+,1,,,,,,,908.5552221,M+NH4,+,1,,,,,,,889.5141227,M-H,-,1,,,,,
SQDG 40:7,,,C49H80O12S,,,,,,,,893.5443257,M+H,+,1,,,,,,,915.5262672,M+Na,+,1,,,,,,,910.5708722,M+NH4,+,1,,,,,,,891.5297727,M-H,-,1,,,,,
SQDG 40:6,,,C49H82O12S,,,,,,,,895.5599757,M+H,+,1,,,,,,,917.5419173,M+Na,+,1,,,,,,,912.5865223,M+NH4,+,1,,,,,,,893.5454228,M-H,-,1,,,,,
SQDG 40:5,,,C49H84O12S,,,,,,,,897.5756258,M+H,+,1,,,,,,,919.5575673,M+Na,+,1,,,,,,,914.6021723,M+NH4,+,1,,,,,,,895.5610729,M-H,-,1,,,,,
SQDG 40:4,,,C49H86O12S,,,,,,,,899.5912759,M+H,+,1,,,,,,,921.5732174,M+Na,+,1,,,,,,,916.6178224,M+NH4,+,1,,,,,,,897.5767229,M-H,-,1,,,,,
SQDG 40:3,,,C49H88O12S,,,,,,,,901.6069259,M+H,+,1,,,,,,,923.5888675,M+Na,+,1,,,,,,,918.6334725,M+NH4,+,1,,,,,,,899.592373,M-H,-,1,,,,,
SQDG 40:2,,,C49H90O12S,,,,,,,,903.622576,M+H,+,1,,,,,,,925.6045175,M+Na,+,1,,,,,,,920.6491225,M+NH4,+,1,,,,,,,901.608023,M-H,-,1,,,,,
SQDG 40:1,,,C49H92O12S,,,,,,,,905.638226,M+H,+,1,,,,,,,927.6201676,M+Na,+,1,,,,,,,922.6647726,M+NH4,+,1,,,,,,,903.6236731,M-H,-,1,,,,,
SQDG 40:0,,,C49H94O12S,,,,,,,,907.6538761,M+H,+,1,,,,,,,929.6358176,M+Na,+,1,,,,,,,924.6804226,M+NH4,+,1,,,,,,,905.6393232,M-H,-,1,,,,,
SQDG 42:12,,,C51H74O12S,,,,,,,,911.4973755,M+H,+,1,,,,,,,933.479317,M+Na,+,1,,,,,,,928.523922,M+NH4,+,1,,,,,,,909.4828225,M-H,-,1,,,,,
SQDG 42:11,,,C51H76O12S,,,,,,,,913.5130255,M+H,+,1,,,,,,,935.4949671,M+Na,+,1,,,,,,,930.5395721,M+NH4,+,1,,,,,,,911.4984726,M-H,-,1,,,,,
SQDG 42:10,,,C51H78O12S,,,,,,,,915.5286756,M+H,+,1,,,,,,,937.5106171,M+Na,+,1,,,,,,,932.5552221,M+NH4,+,1,,,,,,,913.5141227,M-H,-,1,,,,,
SQDG 42:9,,,C51H80O12S,,,,,,,,917.5443257,M+H,+,1,,,,,,,939.5262672,M+Na,+,1,,,,,,,934.5708722,M+NH4,+,1,,,,,,,915.5297727,M-H,-,1,,,,,
SQDG 42:8,,,C51H82O12S,,,,,,,,919.5599757,M+H,+,1,,,,,,,941.5419173,M+Na,+,1,,,,,,,936.5865223,M+NH4,+,1,,,,,,,917.5454228,M-H,-,1,,,,,
SQDG 42:7,,,C51H84O12S,,,,,,,,921.5756258,M+H,+,1,,,,,,,943.5575673,M+Na,+,1,,,,,,,938.6021723,M+NH4,+,1,,,,,,,919.5610729,M-H,-,1,,,,,
SQDG 42:6,,,C51H86O12S,,,,,,,,923.5912759,M+H,+,1,,,,,,,945.5732174,M+Na,+,1,,,,,,,940.6178224,M+NH4,+,1,,,,,,,921.5767229,M-H,-,1,,,,,
SQDG 42:5,,,C51H88O12S,,,,,,,,925.6069259,M+H,+,1,,,,,,,947.5888675,M+Na,+,1,,,,,,,942.6334725,M+NH4,+,1,,,,,,,923.592373,M-H,-,1,,,,,
SQDG 42:4,,,C51H90O12S,,,,,,,,927.622576,M+H,+,1,,,,,,,949.6045175,M+Na,+,1,,,,,,,944.6491225,M+NH4,+,1,,,,,,,925.608023,M-H,-,1,,,,,
SQDG 42:3,,,C51H92O12S,,,,,,,,929.638226,M+H,+,1,,,,,,,951.6201676,M+Na,+,1,,,,,,,946.6647726,M+NH4,+,1,,,,,,,927.6236731,M-H,-,1,,,,,
SQDG 42:1,,,C51H96O12S,,,,,,,,933.6695262,M+H,+,1,,,,,,,955.6514677,M+Na,+,1,,,,,,,950.6960727,M+NH4,+,1,,,,,,,931.6549732,M-H,-,1,,,,,
SQDG 42:0,,,C51H98O12S,,,,,,,,935.6851762,M+H,+,1,,,,,,,957.6671178,M+Na,+,1,,,,,,,952.7117228,M+NH4,+,1,,,,,,,933.6706233,M-H,-,1,,,,,
SQDG 44:12,,,C53H78O12S,,,,,,,,939.5286756,M+H,+,1,,,,,,,961.5106171,M+Na,+,1,,,,,,,956.5552221,M+NH4,+,1,,,,,,,937.5141227,M-H,-,1,,,,,
SQDG 44:11,,,C53H80O12S,,,,,,,,941.5443257,M+H,+,1,,,,,,,963.5262672,M+Na,+,1,,,,,,,958.5708722,M+NH4,+,1,,,,,,,939.5297727,M-H,-,1,,,,,
SQDG 44:10,,,C53H82O12S,,,,,,,,943.5599757,M+H,+,1,,,,,,,965.5419173,M+Na,+,1,,,,,,,960.5865223,M+NH4,+,1,,,,,,,941.5454228,M-H,-,1,,,,,
SQDG 44:8,,,C53H86O12S,,,,,,,,947.5912759,M+H,+,1,,,,,,,969.5732174,M+Na,+,1,,,,,,,964.6178224,M+NH4,+,1,,,,,,,945.5767229,M-H,-,1,,,,,
SQDG 44:7,,,C53H88O12S,,,,,,,,949.6069259,M+H,+,1,,,,,,,971.5888675,M+Na,+,1,,,,,,,966.6334725,M+NH4,+,1,,,,,,,947.592373,M-H,-,1,,,,,
SQDG 44:5,,,C53H92O12S,,,,,,,,953.638226,M+H,+,1,,,,,,,975.6201676,M+Na,+,1,,,,,,,970.6647726,M+NH4,+,1,,,,,,,951.6236731,M-H,-,1,,,,,
SQDG 44:4,,,C53H94O12S,,,,,,,,955.6538761,M+H,+,1,,,,,,,977.6358176,M+Na,+,1,,,,,,,972.6804226,M+NH4,+,1,,,,,,,953.6393232,M-H,-,1,,,,,
SQDG 44:3,,,C53H96O12S,,,,,,,,957.6695262,M+H,+,1,,,,,,,979.6514677,M+Na,+,1,,,,,,,974.6960727,M+NH4,+,1,,,,,,,955.6549732,M-H,-,1,,,,,
SQDG 44:1,,,C53H100O12S,,,,,,,,961.7008263,M+H,+,1,,,,,,,983.6827678,M+Na,+,1,,,,,,,978.7273728,M+NH4,+,1,,,,,,,959.6862734,M-H,-,1,,,,,
SQDG 44:2,,,C53H98O12S,,,,,,,,959.6851762,M+H,+,1,,,,,,,981.6671178,M+Na,+,1,,,,,,,976.7117228,M+NH4,+,1,,,,,,,957.6706233,M-H,-,1,,,,,
SQDG 44:0,,,C53H102O12S,,,,,,,,963.7164764,M+H,+,1,,,,,,,985.6984179,M+Na,+,1,,,,,,,980.7430229,M+NH4,+,1,,,,,,,961.7019234,M-H,-,1,,,,,
SQDG 46:12,,,C55H82O12S,,,,,,,,967.5599757,M+H,+,1,,,,,,,989.5419173,M+Na,+,1,,,,,,,984.5865223,M+NH4,+,1,,,,,,,965.5454228,M-H,-,1,,,,,
SQDG 46:11,,,C55H84O12S,,,,,,,,969.5756258,M+H,+,1,,,,,,,991.5575673,M+Na,+,1,,,,,,,986.6021723,M+NH4,+,1,,,,,,,967.5610729,M-H,-,1,,,,,
SQDG 46:10,,,C55H86O12S,,,,,,,,971.5912759,M+H,+,1,,,,,,,993.5732174,M+Na,+,1,,,,,,,988.6178224,M+NH4,+,1,,,,,,,969.5767229,M-H,-,1,,,,,
SQDG 46:9,,,C55H88O12S,,,,,,,,973.6069259,M+H,+,1,,,,,,,995.5888675,M+Na,+,1,,,,,,,990.6334725,M+NH4,+,1,,,,,,,971.592373,M-H,-,1,,,,,
SQDG 46:8,,,C55H90O12S,,,,,,,,975.622576,M+H,+,1,,,,,,,997.6045175,M+Na,+,1,,,,,,,992.6491225,M+NH4,+,1,,,,,,,973.608023,M-H,-,1,,,,,
SQDG 46:7,,,C55H92O12S,,,,,,,,977.638226,M+H,+,1,,,,,,,999.6201676,M+Na,+,1,,,,,,,994.6647726,M+NH4,+,1,,,,,,,975.6236731,M-H,-,1,,,,,
SQDG 46:6,,,C55H94O12S,,,,,,,,979.6538761,M+H,+,1,,,,,,,1001.635818,M+Na,+,1,,,,,,,996.6804226,M+NH4,+,1,,,,,,,977.6393232,M-H,-,1,,,,,
SQDG 46:5,,,C55H96O12S,,,,,,,,981.6695262,M+H,+,1,,,,,,,1003.651468,M+Na,+,1,,,,,,,998.6960727,M+NH4,+,1,,,,,,,979.6549732,M-H,-,1,,,,,
SQDG 46:4,,,C55H98O12S,,,,,,,,983.6851762,M+H,+,1,,,,,,,1005.667118,M+Na,+,1,,,,,,,1000.711723,M+NH4,+,1,,,,,,,981.6706233,M-H,-,1,,,,,
SQDG 46:3,,,C55H100O12S,,,,,,,,985.7008263,M+H,+,1,,,,,,,1007.682768,M+Na,+,1,,,,,,,1002.727373,M+NH4,+,1,,,,,,,983.6862734,M-H,-,1,,,,,
SQDG 46:2,,,C55H102O12S,,,,,,,,987.7164764,M+H,+,1,,,,,,,1009.698418,M+Na,+,1,,,,,,,1004.743023,M+NH4,+,1,,,,,,,985.7019234,M-H,-,1,,,,,
SQDG 46:1,,,C55H104O12S,,,,,,,,989.7321264,M+H,+,1,,,,,,,1011.714068,M+Na,+,1,,,,,,,1006.758673,M+NH4,+,1,,,,,,,987.7175735,M-H,-,1,,,,,
SQDG 46:0,,,C55H106O12S,,,,,,,,991.7477765,M+H,+,1,,,,,,,1013.729718,M+Na,+,1,,,,,,,1008.774323,M+NH4,+,1,,,,,,,989.7332236,M-H,-,1,,,,,
SQDG 48:12,,,C57H86O12S,,,,,,,,995.5912759,M+H,+,1,,,,,,,1017.573217,M+Na,+,1,,,,,,,1012.617822,M+NH4,+,1,,,,,,,993.5767229,M-H,-,1,,,,,
SQDG 48:11,,,C57H88O12S,,,,,,,,997.6069259,M+H,+,1,,,,,,,1019.588867,M+Na,+,1,,,,,,,1014.633472,M+NH4,+,1,,,,,,,995.592373,M-H,-,1,,,,,
SQDG 48:10,,,C57H90O12S,,,,,,,,999.622576,M+H,+,1,,,,,,,1021.604518,M+Na,+,1,,,,,,,1016.649123,M+NH4,+,1,,,,,,,997.608023,M-H,-,1,,,,,
SQDG 48:9,,,C57H92O12S,,,,,,,,1001.638226,M+H,+,1,,,,,,,1023.620168,M+Na,+,1,,,,,,,1018.664773,M+NH4,+,1,,,,,,,999.6236731,M-H,-,1,,,,,
SQDG 48:8,,,C57H94O12S,,,,,,,,1003.653876,M+H,+,1,,,,,,,1025.635818,M+Na,+,1,,,,,,,1020.680423,M+NH4,+,1,,,,,,,1001.639323,M-H,-,1,,,,,
SQDG 48:5,,,C57H100O12S,,,,,,,,1009.700826,M+H,+,1,,,,,,,1031.682768,M+Na,+,1,,,,,,,1026.727373,M+NH4,+,1,,,,,,,1007.686273,M-H,-,1,,,,,
SQDG 48:7,,,C57H96O12S,,,,,,,,1005.669526,M+H,+,1,,,,,,,1027.651468,M+Na,+,1,,,,,,,1022.696073,M+NH4,+,1,,,,,,,1003.654973,M-H,-,1,,,,,
SQDG 48:6,,,C57H98O12S,,,,,,,,1007.685176,M+H,+,1,,,,,,,1029.667118,M+Na,+,1,,,,,,,1024.711723,M+NH4,+,1,,,,,,,1005.670623,M-H,-,1,,,,,
SQDG 48:4,,,C57H102O12S,,,,,,,,1011.716476,M+H,+,1,,,,,,,1033.698418,M+Na,+,1,,,,,,,1028.743023,M+NH4,+,1,,,,,,,1009.701923,M-H,-,1,,,,,
SQDG 48:3,,,C57H104O12S,,,,,,,,1013.732126,M+H,+,1,,,,,,,1035.714068,M+Na,+,1,,,,,,,1030.758673,M+NH4,+,1,,,,,,,1011.717573,M-H,-,1,,,,,
SQDG 48:2,,,C57H106O12S,,,,,,,,1015.747776,M+H,+,1,,,,,,,1037.729718,M+Na,+,1,,,,,,,1032.774323,M+NH4,+,1,,,,,,,1013.733224,M-H,-,1,,,,,
SQDG 48:1,,,C57H108O12S,,,,,,,,1017.763427,M+H,+,1,,,,,,,1039.745368,M+Na,+,1,,,,,,,1034.789973,M+NH4,+,1,,,,,,,1015.748874,M-H,-,1,,,,,
SQDG 48:0,,,C57H110O12S,,,,,,,,1019.779077,M+H,+,1,,,,,,,1041.761018,M+Na,+,1,,,,,,,1036.805623,M+NH4,+,1,,,,,,,1017.764524,M-H,-,1,,,,,
SQDG 50:12,,,C59H90O12S,,,,,,,,1023.622576,M+H,+,1,,,,,,,1045.604518,M+Na,+,1,,,,,,,1040.649123,M+NH4,+,1,,,,,,,1021.608023,M-H,-,1,,,,,
SQDG 50:11,,,C59H92O12S,,,,,,,,1025.638226,M+H,+,1,,,,,,,1047.620168,M+Na,+,1,,,,,,,1042.664773,M+NH4,+,1,,,,,,,1023.623673,M-H,-,1,,,,,
SQDG 50:10,,,C59H94O12S,,,,,,,,1027.653876,M+H,+,1,,,,,,,1049.635818,M+Na,+,1,,,,,,,1044.680423,M+NH4,+,1,,,,,,,1025.639323,M-H,-,1,,,,,
SQDG 50:9,,,C59H96O12S,,,,,,,,1029.669526,M+H,+,1,,,,,,,1051.651468,M+Na,+,1,,,,,,,1046.696073,M+NH4,+,1,,,,,,,1027.654973,M-H,-,1,,,,,
SQDG 50:7,,,C59H100O12S,,,,,,,,1033.700826,M+H,+,1,,,,,,,1055.682768,M+Na,+,1,,,,,,,1050.727373,M+NH4,+,1,,,,,,,1031.686273,M-H,-,1,,,,,
SQDG 50:6,,,C59H102O12S,,,,,,,,1035.716476,M+H,+,1,,,,,,,1057.698418,M+Na,+,1,,,,,,,1052.743023,M+NH4,+,1,,,,,,,1033.701923,M-H,-,1,,,,,
SQDG 50:8,,,C59H98O12S,,,,,,,,1031.685176,M+H,+,1,,,,,,,1053.667118,M+Na,+,1,,,,,,,1048.711723,M+NH4,+,1,,,,,,,1029.670623,M-H,-,1,,,,,
SQDG 50:5,,,C59H104O12S,,,,,,,,1037.732126,M+H,+,1,,,,,,,1059.714068,M+Na,+,1,,,,,,,1054.758673,M+NH4,+,1,,,,,,,1035.717573,M-H,-,1,,,,,
SQDG 50:4,,,C59H106O12S,,,,,,,,1039.747776,M+H,+,1,,,,,,,1061.729718,M+Na,+,1,,,,,,,1056.774323,M+NH4,+,1,,,,,,,1037.733224,M-H,-,1,,,,,
SQDG 50:3,,,C59H108O12S,,,,,,,,1041.763427,M+H,+,1,,,,,,,1063.745368,M+Na,+,1,,,,,,,1058.789973,M+NH4,+,1,,,,,,,1039.748874,M-H,-,1,,,,,
SQDG 50:1,,,C59H112O12S,,,,,,,,1045.794727,M+H,+,1,,,,,,,1067.776668,M+Na,+,1,,,,,,,1062.821273,M+NH4,+,1,,,,,,,1043.780174,M-H,-,1,,,,,
SQDG 50:0,,,C59H114O12S,,,,,,,,1047.810377,M+H,+,1,,,,,,,1069.792318,M+Na,+,1,,,,,,,1064.836923,M+NH4,+,1,,,,,,,1045.795824,M-H,-,1,,,,,
SQDG 52:12,,,C61H94O12S,,,,,,,,1051.653876,M+H,+,1,,,,,,,1073.635818,M+Na,+,1,,,,,,,1068.680423,M+NH4,+,1,,,,,,,1049.639323,M-H,-,1,,,,,
SQDG 52:11,,,C61H96O12S,,,,,,,,1053.669526,M+H,+,1,,,,,,,1075.651468,M+Na,+,1,,,,,,,1070.696073,M+NH4,+,1,,,,,,,1051.654973,M-H,-,1,,,,,
SQDG 52:10,,,C61H98O12S,,,,,,,,1055.685176,M+H,+,1,,,,,,,1077.667118,M+Na,+,1,,,,,,,1072.711723,M+NH4,+,1,,,,,,,1053.670623,M-H,-,1,,,,,
SQDG 52:9,,,C61H100O12S,,,,,,,,1057.700826,M+H,+,1,,,,,,,1079.682768,M+Na,+,1,,,,,,,1074.727373,M+NH4,+,1,,,,,,,1055.686273,M-H,-,1,,,,,
SQDG 52:8,,,C61H102O12S,,,,,,,,1059.716476,M+H,+,1,,,,,,,1081.698418,M+Na,+,1,,,,,,,1076.743023,M+NH4,+,1,,,,,,,1057.701923,M-H,-,1,,,,,
SQDG 52:7,,,C61H104O12S,,,,,,,,1061.732126,M+H,+,1,,,,,,,1083.714068,M+Na,+,1,,,,,,,1078.758673,M+NH4,+,1,,,,,,,1059.717573,M-H,-,1,,,,,
SQDG 52:6,,,C61H106O12S,,,,,,,,1063.747776,M+H,+,1,,,,,,,1085.729718,M+Na,+,1,,,,,,,1080.774323,M+NH4,+,1,,,,,,,1061.733224,M-H,-,1,,,,,
SQDG 52:5,,,C61H108O12S,,,,,,,,1065.763427,M+H,+,1,,,,,,,1087.745368,M+Na,+,1,,,,,,,1082.789973,M+NH4,+,1,,,,,,,1063.748874,M-H,-,1,,,,,
SQDG 52:4,,,C61H110O12S,,,,,,,,1067.779077,M+H,+,1,,,,,,,1089.761018,M+Na,+,1,,,,,,,1084.805623,M+NH4,+,1,,,,,,,1065.764524,M-H,-,1,,,,,
SQDG 52:3,,,C61H112O12S,,,,,,,,1069.794727,M+H,+,1,,,,,,,1091.776668,M+Na,+,1,,,,,,,1086.821273,M+NH4,+,1,,,,,,,1067.780174,M-H,-,1,,,,,
SQDG 52:2,,,C61H114O12S,,,,,,,,1071.810377,M+H,+,1,,,,,,,1093.792318,M+Na,+,1,,,,,,,1088.836923,M+NH4,+,1,,,,,,,1069.795824,M-H,-,1,,,,,
SQDG 52:1,,,C61H116O12S,,,,,,,,1073.826027,M+H,+,1,,,,,,,1095.807968,M+Na,+,1,,,,,,,1090.852573,M+NH4,+,1,,,,,,,1071.811474,M-H,-,1,,,,,
SQDG 52:0,,,C61H118O12S,,,,,,,,1075.841677,M+H,+,1,,,,,,,1097.823618,M+Na,+,1,,,,,,,1092.868223,M+NH4,+,1,,,,,,,1073.827124,M-H,-,1,,,,,
SQDG 54:12,,,C63H98O12S,,,,,,,,1079.685176,M+H,+,1,,,,,,,1101.667118,M+Na,+,1,,,,,,,1096.711723,M+NH4,+,1,,,,,,,1077.670623,M-H,-,1,,,,,
SQDG 54:11,,,C63H100O12S,,,,,,,,1081.700826,M+H,+,1,,,,,,,1103.682768,M+Na,+,1,,,,,,,1098.727373,M+NH4,+,1,,,,,,,1079.686273,M-H,-,1,,,,,
SQDG 54:10,,,C63H102O12S,,,,,,,,1083.716476,M+H,+,1,,,,,,,1105.698418,M+Na,+,1,,,,,,,1100.743023,M+NH4,+,1,,,,,,,1081.701923,M-H,-,1,,,,,
SQDG 54:9,,,C63H104O12S,,,,,,,,1085.732126,M+H,+,1,,,,,,,1107.714068,M+Na,+,1,,,,,,,1102.758673,M+NH4,+,1,,,,,,,1083.717573,M-H,-,1,,,,,
SQDG 54:8,,,C63H106O12S,,,,,,,,1087.747776,M+H,+,1,,,,,,,1109.729718,M+Na,+,1,,,,,,,1104.774323,M+NH4,+,1,,,,,,,1085.733224,M-H,-,1,,,,,
SQDG 54:7,,,C63H108O12S,,,,,,,,1089.763427,M+H,+,1,,,,,,,1111.745368,M+Na,+,1,,,,,,,1106.789973,M+NH4,+,1,,,,,,,1087.748874,M-H,-,1,,,,,
SQDG 54:6,,,C63H110O12S,,,,,,,,1091.779077,M+H,+,1,,,,,,,1113.761018,M+Na,+,1,,,,,,,1108.805623,M+NH4,+,1,,,,,,,1089.764524,M-H,-,1,,,,,
SQDG 54:5,,,C63H112O12S,,,,,,,,1093.794727,M+H,+,1,,,,,,,1115.776668,M+Na,+,1,,,,,,,1110.821273,M+NH4,+,1,,,,,,,1091.780174,M-H,-,1,,,,,
SQDG 54:4,,,C63H114O12S,,,,,,,,1095.810377,M+H,+,1,,,,,,,1117.792318,M+Na,+,1,,,,,,,1112.836923,M+NH4,+,1,,,,,,,1093.795824,M-H,-,1,,,,,
SQDG 54:3,,,C63H116O12S,,,,,,,,1097.826027,M+H,+,1,,,,,,,1119.807968,M+Na,+,1,,,,,,,1114.852573,M+NH4,+,1,,,,,,,1095.811474,M-H,-,1,,,,,
