TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,PEAK 1,,,,,,,,,,PEAK 2,,,,,,,,,,PEAK 3,,,,,,,,,,PEAK 4,,,,,,,,,,
CompoundName,ExperimentType,Compound Type,ChemicalFormula,Category,CAS,Ionization,ResponseThreshold,Internal Standard,Internal Standard Concentration,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp
SQDG 54:2,,,C63H118O12S,,,,,,,,1099.841677,M+H,+,1,,,,,,,1121.823618,M+Na,+,1,,,,,,,1116.868223,M+NH4,+,1,,,,,,,1097.827124,M-H,-,1,,,,,
SQDG 54:1,,,C63H120O12S,,,,,,,,1101.857327,M+H,+,1,,,,,,,1123.839268,M+Na,+,1,,,,,,,1118.883873,M+NH4,+,1,,,,,,,1099.842774,M-H,-,1,,,,,
SQDG 54:0,,,C63H122O12S,,,,,,,,1103.872977,M+H,+,1,,,,,,,1125.854919,M+Na,+,1,,,,,,,1120.899524,M+NH4,+,1,,,,,,,1101.858424,M-H,-,1,,,,,
SQDG 56:12,,,C65H102O12S,,,,,,,,1107.716476,M+H,+,1,,,,,,,1129.698418,M+Na,+,1,,,,,,,1124.743023,M+NH4,+,1,,,,,,,1105.701923,M-H,-,1,,,,,
SQDG 56:11,,,C65H104O12S,,,,,,,,1109.732126,M+H,+,1,,,,,,,1131.714068,M+Na,+,1,,,,,,,1126.758673,M+NH4,+,1,,,,,,,1107.717573,M-H,-,1,,,,,
SQDG 56:10,,,C65H106O12S,,,,,,,,1111.747776,M+H,+,1,,,,,,,1133.729718,M+Na,+,1,,,,,,,1128.774323,M+NH4,+,1,,,,,,,1109.733224,M-H,-,1,,,,,
SQDG 56:9,,,C65H108O12S,,,,,,,,1113.763427,M+H,+,1,,,,,,,1135.745368,M+Na,+,1,,,,,,,1130.789973,M+NH4,+,1,,,,,,,1111.748874,M-H,-,1,,,,,
SQDG 56:8,,,C65H110O12S,,,,,,,,1115.779077,M+H,+,1,,,,,,,1137.761018,M+Na,+,1,,,,,,,1132.805623,M+NH4,+,1,,,,,,,1113.764524,M-H,-,1,,,,,
SQDG 56:7,,,C65H112O12S,,,,,,,,1117.794727,M+H,+,1,,,,,,,1139.776668,M+Na,+,1,,,,,,,1134.821273,M+NH4,+,1,,,,,,,1115.780174,M-H,-,1,,,,,
SQDG 56:6,,,C65H114O12S,,,,,,,,1119.810377,M+H,+,1,,,,,,,1141.792318,M+Na,+,1,,,,,,,1136.836923,M+NH4,+,1,,,,,,,1117.795824,M-H,-,1,,,,,
SQDG 56:5,,,C65H116O12S,,,,,,,,1121.826027,M+H,+,1,,,,,,,1143.807968,M+Na,+,1,,,,,,,1138.852573,M+NH4,+,1,,,,,,,1119.811474,M-H,-,1,,,,,
SQDG 56:4,,,C65H118O12S,,,,,,,,1123.841677,M+H,+,1,,,,,,,1145.823618,M+Na,+,1,,,,,,,1140.868223,M+NH4,+,1,,,,,,,1121.827124,M-H,-,1,,,,,
SQDG 56:2,,,C65H122O12S,,,,,,,,1127.872977,M+H,+,1,,,,,,,1149.854919,M+Na,+,1,,,,,,,1144.899524,M+NH4,+,1,,,,,,,1125.858424,M-H,-,1,,,,,
SQDG 56:1,,,C65H124O12S,,,,,,,,1129.888627,M+H,+,1,,,,,,,1151.870569,M+Na,+,1,,,,,,,1146.915174,M+NH4,+,1,,,,,,,1127.874074,M-H,-,1,,,,,
SQDG 56:0,,,C65H126O12S,,,,,,,,1131.904277,M+H,+,1,,,,,,,1153.886219,M+Na,+,1,,,,,,,1148.930824,M+NH4,+,1,,,,,,,1129.889724,M-H,-,1,,,,,
SQDG 58:12,,,C67H106O12S,,,,,,,,1135.747776,M+H,+,1,,,,,,,1157.729718,M+Na,+,1,,,,,,,1152.774323,M+NH4,+,1,,,,,,,1133.733224,M-H,-,1,,,,,
SQDG 58:11,,,C67H108O12S,,,,,,,,1137.763427,M+H,+,1,,,,,,,1159.745368,M+Na,+,1,,,,,,,1154.789973,M+NH4,+,1,,,,,,,1135.748874,M-H,-,1,,,,,
SQDG 58:10,,,C67H110O12S,,,,,,,,1139.779077,M+H,+,1,,,,,,,1161.761018,M+Na,+,1,,,,,,,1156.805623,M+NH4,+,1,,,,,,,1137.764524,M-H,-,1,,,,,
SQDG 58:8,,,C67H114O12S,,,,,,,,1143.810377,M+H,+,1,,,,,,,1165.792318,M+Na,+,1,,,,,,,1160.836923,M+NH4,+,1,,,,,,,1141.795824,M-H,-,1,,,,,
SQDG 58:7,,,C67H116O12S,,,,,,,,1145.826027,M+H,+,1,,,,,,,1167.807968,M+Na,+,1,,,,,,,1162.852573,M+NH4,+,1,,,,,,,1143.811474,M-H,-,1,,,,,
SQDG 58:6,,,C67H118O12S,,,,,,,,1147.841677,M+H,+,1,,,,,,,1169.823618,M+Na,+,1,,,,,,,1164.868223,M+NH4,+,1,,,,,,,1145.827124,M-H,-,1,,,,,
SQDG 58:5,,,C67H120O12S,,,,,,,,1149.857327,M+H,+,1,,,,,,,1171.839268,M+Na,+,1,,,,,,,1166.883873,M+NH4,+,1,,,,,,,1147.842774,M-H,-,1,,,,,
SQDG 58:4,,,C67H122O12S,,,,,,,,1151.872977,M+H,+,1,,,,,,,1173.854919,M+Na,+,1,,,,,,,1168.899524,M+NH4,+,1,,,,,,,1149.858424,M-H,-,1,,,,,
SQDG 58:2,,,C67H126O12S,,,,,,,,1155.904277,M+H,+,1,,,,,,,1177.886219,M+Na,+,1,,,,,,,1172.930824,M+NH4,+,1,,,,,,,1153.889724,M-H,-,1,,,,,
SQDG 58:1,,,C67H128O12S,,,,,,,,1157.919927,M+H,+,1,,,,,,,1179.901869,M+Na,+,1,,,,,,,1174.946474,M+NH4,+,1,,,,,,,1155.905374,M-H,-,1,,,,,
SQDG 58:0,,,C67H130O12S,,,,,,,,1159.935577,M+H,+,1,,,,,,,1181.917519,M+Na,+,1,,,,,,,1176.962124,M+NH4,+,1,,,,,,,1157.921024,M-H,-,1,,,,,
SQDG 60:12,,,C69H110O12S,,,,,,,,1163.779077,M+H,+,1,,,,,,,1185.761018,M+Na,+,1,,,,,,,1180.805623,M+NH4,+,1,,,,,,,1161.764524,M-H,-,1,,,,,
SQDG 60:11,,,C69H112O12S,,,,,,,,1165.794727,M+H,+,1,,,,,,,1187.776668,M+Na,+,1,,,,,,,1182.821273,M+NH4,+,1,,,,,,,1163.780174,M-H,-,1,,,,,
SQDG 60:10,,,C69H114O12S,,,,,,,,1167.810377,M+H,+,1,,,,,,,1189.792318,M+Na,+,1,,,,,,,1184.836923,M+NH4,+,1,,,,,,,1165.795824,M-H,-,1,,,,,
SQDG 60:9,,,C69H116O12S,,,,,,,,1169.826027,M+H,+,1,,,,,,,1191.807968,M+Na,+,1,,,,,,,1186.852573,M+NH4,+,1,,,,,,,1167.811474,M-H,-,1,,,,,
SQDG 60:8,,,C69H118O12S,,,,,,,,1171.841677,M+H,+,1,,,,,,,1193.823618,M+Na,+,1,,,,,,,1188.868223,M+NH4,+,1,,,,,,,1169.827124,M-H,-,1,,,,,
SQDG 60:7,,,C69H120O12S,,,,,,,,1173.857327,M+H,+,1,,,,,,,1195.839268,M+Na,+,1,,,,,,,1190.883873,M+NH4,+,1,,,,,,,1171.842774,M-H,-,1,,,,,
SQDG 60:6,,,C69H122O12S,,,,,,,,1175.872977,M+H,+,1,,,,,,,1197.854919,M+Na,+,1,,,,,,,1192.899524,M+NH4,+,1,,,,,,,1173.858424,M-H,-,1,,,,,
SQDG 60:5,,,C69H124O12S,,,,,,,,1177.888627,M+H,+,1,,,,,,,1199.870569,M+Na,+,1,,,,,,,1194.915174,M+NH4,+,1,,,,,,,1175.874074,M-H,-,1,,,,,
SQDG 60:4,,,C69H126O12S,,,,,,,,1179.904277,M+H,+,1,,,,,,,1201.886219,M+Na,+,1,,,,,,,1196.930824,M+NH4,+,1,,,,,,,1177.889724,M-H,-,1,,,,,
SQDG 60:3,,,C69H128O12S,,,,,,,,1181.919927,M+H,+,1,,,,,,,1203.901869,M+Na,+,1,,,,,,,1198.946474,M+NH4,+,1,,,,,,,1179.905374,M-H,-,1,,,,,
SQDG 60:2,,,C69H130O12S,,,,,,,,1183.935577,M+H,+,1,,,,,,,1205.917519,M+Na,+,1,,,,,,,1200.962124,M+NH4,+,1,,,,,,,1181.921024,M-H,-,1,,,,,
SQDG 60:1,,,C69H132O12S,,,,,,,,1185.951227,M+H,+,1,,,,,,,1207.933169,M+Na,+,1,,,,,,,1202.977774,M+NH4,+,1,,,,,,,1183.936674,M-H,-,1,,,,,
SQDG 60:0,,,C69H134O12S,,,,,,,,1187.966877,M+H,+,1,,,,,,,1209.948819,M+Na,+,1,,,,,,,1204.993424,M+NH4,+,1,,,,,,,1185.952324,M-H,-,1,,,,,
SQDG 62:12,,,C71H114O12S,,,,,,,,1191.810377,M+H,+,1,,,,,,,1213.792318,M+Na,+,1,,,,,,,1208.836923,M+NH4,+,1,,,,,,,1189.795824,M-H,-,1,,,,,
SQDG 62:11,,,C71H116O12S,,,,,,,,1193.826027,M+H,+,1,,,,,,,1215.807968,M+Na,+,1,,,,,,,1210.852573,M+NH4,+,1,,,,,,,1191.811474,M-H,-,1,,,,,
SQDG 62:10,,,C71H118O12S,,,,,,,,1195.841677,M+H,+,1,,,,,,,1217.823618,M+Na,+,1,,,,,,,1212.868223,M+NH4,+,1,,,,,,,1193.827124,M-H,-,1,,,,,
SQDG 62:9,,,C71H120O12S,,,,,,,,1197.857327,M+H,+,1,,,,,,,1219.839268,M+Na,+,1,,,,,,,1214.883873,M+NH4,+,1,,,,,,,1195.842774,M-H,-,1,,,,,
SQDG 62:8,,,C71H122O12S,,,,,,,,1199.872977,M+H,+,1,,,,,,,1221.854919,M+Na,+,1,,,,,,,1216.899524,M+NH4,+,1,,,,,,,1197.858424,M-H,-,1,,,,,
SQDG 62:7,,,C71H124O12S,,,,,,,,1201.888627,M+H,+,1,,,,,,,1223.870569,M+Na,+,1,,,,,,,1218.915174,M+NH4,+,1,,,,,,,1199.874074,M-H,-,1,,,,,
SQDG 62:6,,,C71H126O12S,,,,,,,,1203.904277,M+H,+,1,,,,,,,1225.886219,M+Na,+,1,,,,,,,1220.930824,M+NH4,+,1,,,,,,,1201.889724,M-H,-,1,,,,,
SQDG 62:5,,,C71H128O12S,,,,,,,,1205.919927,M+H,+,1,,,,,,,1227.901869,M+Na,+,1,,,,,,,1222.946474,M+NH4,+,1,,,,,,,1203.905374,M-H,-,1,,,,,
SQDG 62:4,,,C71H130O12S,,,,,,,,1207.935577,M+H,+,1,,,,,,,1229.917519,M+Na,+,1,,,,,,,1224.962124,M+NH4,+,1,,,,,,,1205.921024,M-H,-,1,,,,,
SQDG 62:3,,,C71H132O12S,,,,,,,,1209.951227,M+H,+,1,,,,,,,1231.933169,M+Na,+,1,,,,,,,1226.977774,M+NH4,+,1,,,,,,,1207.936674,M-H,-,1,,,,,
SQDG 62:1,,,C71H136O12S,,,,,,,,1213.982527,M+H,+,1,,,,,,,1235.964469,M+Na,+,1,,,,,,,1231.009074,M+NH4,+,1,,,,,,,1211.967975,M-H,-,1,,,,,
SQDG 62:0,,,C71H138O12S,,,,,,,,1215.998178,M+H,+,1,,,,,,,1237.980119,M+Na,+,1,,,,,,,1233.024724,M+NH4,+,1,,,,,,,1213.983625,M-H,-,1,,,,,
SQDG 64:11,,,C73H120O12S,,,,,,,,1221.857327,M+H,+,1,,,,,,,1243.839268,M+Na,+,1,,,,,,,1238.883873,M+NH4,+,1,,,,,,,1219.842774,M-H,-,1,,,,,
SQDG 64:10,,,C73H122O12S,,,,,,,,1223.872977,M+H,+,1,,,,,,,1245.854919,M+Na,+,1,,,,,,,1240.899524,M+NH4,+,1,,,,,,,1221.858424,M-H,-,1,,,,,
SQDG 64:9,,,C73H124O12S,,,,,,,,1225.888627,M+H,+,1,,,,,,,1247.870569,M+Na,+,1,,,,,,,1242.915174,M+NH4,+,1,,,,,,,1223.874074,M-H,-,1,,,,,
SQDG 64:8,,,C73H126O12S,,,,,,,,1227.904277,M+H,+,1,,,,,,,1249.886219,M+Na,+,1,,,,,,,1244.930824,M+NH4,+,1,,,,,,,1225.889724,M-H,-,1,,,,,
SQDG 64:7,,,C73H128O12S,,,,,,,,1229.919927,M+H,+,1,,,,,,,1251.901869,M+Na,+,1,,,,,,,1246.946474,M+NH4,+,1,,,,,,,1227.905374,M-H,-,1,,,,,
SQDG 64:6,,,C73H130O12S,,,,,,,,1231.935577,M+H,+,1,,,,,,,1253.917519,M+Na,+,1,,,,,,,1248.962124,M+NH4,+,1,,,,,,,1229.921024,M-H,-,1,,,,,
SQDG 64:5,,,C73H132O12S,,,,,,,,1233.951227,M+H,+,1,,,,,,,1255.933169,M+Na,+,1,,,,,,,1250.977774,M+NH4,+,1,,,,,,,1231.936674,M-H,-,1,,,,,
SQDG 64:2,,,C73H138O12S,,,,,,,,1239.998178,M+H,+,1,,,,,,,1261.980119,M+Na,+,1,,,,,,,1257.024724,M+NH4,+,1,,,,,,,1237.983625,M-H,-,1,,,,,
SQDG 64:1,,,C73H140O12S,,,,,,,,1242.013828,M+H,+,1,,,,,,,1263.995769,M+Na,+,1,,,,,,,1259.040374,M+NH4,+,1,,,,,,,1239.999275,M-H,-,1,,,,,
SQDG 64:0,,,C73H142O12S,,,,,,,,1244.029478,M+H,+,1,,,,,,,1266.011419,M+Na,+,1,,,,,,,1261.056024,M+NH4,+,1,,,,,,,1242.014925,M-H,-,1,,,,,
SQDG 66:12,,,C75H122O12S,,,,,,,,1247.872977,M+H,+,1,,,,,,,1269.854919,M+Na,+,1,,,,,,,1264.899524,M+NH4,+,1,,,,,,,1245.858424,M-H,-,1,,,,,
SQDG 66:11,,,C75H124O12S,,,,,,,,1249.888627,M+H,+,1,,,,,,,1271.870569,M+Na,+,1,,,,,,,1266.915174,M+NH4,+,1,,,,,,,1247.874074,M-H,-,1,,,,,
SQDG 66:10,,,C75H126O12S,,,,,,,,1251.904277,M+H,+,1,,,,,,,1273.886219,M+Na,+,1,,,,,,,1268.930824,M+NH4,+,1,,,,,,,1249.889724,M-H,-,1,,,,,
SQDG 66:8,,,C75H130O12S,,,,,,,,1255.935577,M+H,+,1,,,,,,,1277.917519,M+Na,+,1,,,,,,,1272.962124,M+NH4,+,1,,,,,,,1253.921024,M-H,-,1,,,,,
SQDG 66:7,,,C75H132O12S,,,,,,,,1257.951227,M+H,+,1,,,,,,,1279.933169,M+Na,+,1,,,,,,,1274.977774,M+NH4,+,1,,,,,,,1255.936674,M-H,-,1,,,,,
SQDG 66:5,,,C75H136O12S,,,,,,,,1261.982527,M+H,+,1,,,,,,,1283.964469,M+Na,+,1,,,,,,,1279.009074,M+NH4,+,1,,,,,,,1259.967975,M-H,-,1,,,,,
SQDG 66:4,,,C75H138O12S,,,,,,,,1263.998178,M+H,+,1,,,,,,,1285.980119,M+Na,+,1,,,,,,,1281.024724,M+NH4,+,1,,,,,,,1261.983625,M-H,-,1,,,,,
SQDG 66:3,,,C75H140O12S,,,,,,,,1266.013828,M+H,+,1,,,,,,,1287.995769,M+Na,+,1,,,,,,,1283.040374,M+NH4,+,1,,,,,,,1263.999275,M-H,-,1,,,,,
SQDG 66:1,,,C75H144O12S,,,,,,,,1270.045128,M+H,+,1,,,,,,,1292.027069,M+Na,+,1,,,,,,,1287.071674,M+NH4,+,1,,,,,,,1268.030575,M-H,-,1,,,,,
SQDG 68:12,,,C77H126O12S,,,,,,,,1275.904277,M+H,+,1,,,,,,,1297.886219,M+Na,+,1,,,,,,,1292.930824,M+NH4,+,1,,,,,,,1273.889724,M-H,-,1,,,,,
SQDG 68:10,,,C77H130O12S,,,,,,,,1279.935577,M+H,+,1,,,,,,,1301.917519,M+Na,+,1,,,,,,,1296.962124,M+NH4,+,1,,,,,,,1277.921024,M-H,-,1,,,,,
SQDG 68:9,,,C77H132O12S,,,,,,,,1281.951227,M+H,+,1,,,,,,,1303.933169,M+Na,+,1,,,,,,,1298.977774,M+NH4,+,1,,,,,,,1279.936674,M-H,-,1,,,,,
SQDG 68:8,,,C77H134O12S,,,,,,,,1283.966877,M+H,+,1,,,,,,,1305.948819,M+Na,+,1,,,,,,,1300.993424,M+NH4,+,1,,,,,,,1281.952324,M-H,-,1,,,,,
SQDG 68:5,,,C77H140O12S,,,,,,,,1290.013828,M+H,+,1,,,,,,,1311.995769,M+Na,+,1,,,,,,,1307.040374,M+NH4,+,1,,,,,,,1287.999275,M-H,-,1,,,,,
SQDG 68:4,,,C77H142O12S,,,,,,,,1292.029478,M+H,+,1,,,,,,,1314.011419,M+Na,+,1,,,,,,,1309.056024,M+NH4,+,1,,,,,,,1290.014925,M-H,-,1,,,,,
SQDG 68:3,,,C77H144O12S,,,,,,,,1294.045128,M+H,+,1,,,,,,,1316.027069,M+Na,+,1,,,,,,,1311.071674,M+NH4,+,1,,,,,,,1292.030575,M-H,-,1,,,,,
SQDG 68:2,,,C77H146O12S,,,,,,,,1296.060778,M+H,+,1,,,,,,,1318.042719,M+Na,+,1,,,,,,,1313.087324,M+NH4,+,1,,,,,,,1294.046225,M-H,-,1,,,,,
SQDG 68:1,,,C77H148O12S,,,,,,,,1298.076428,M+H,+,1,,,,,,,1320.058369,M+Na,+,1,,,,,,,1315.102974,M+NH4,+,1,,,,,,,1296.061875,M-H,-,1,,,,,
SQDG 68:0,,,C77H150O12S,,,,,,,,1300.092078,M+H,+,1,,,,,,,1322.074019,M+Na,+,1,,,,,,,1317.118624,M+NH4,+,1,,,,,,,1298.077525,M-H,-,1,,,,,
SQDG 58:3,,,C67H124O12S,,,,,,,,1153.888627,M+H,+,1,,,,,,,1175.870569,M+Na,+,1,,,,,,,1170.915174,M+NH4,+,1,,,,,,,1151.874074,M-H,-,1,,,,,
SQDG 64:4,,,C73H134O12S,,,,,,,,1235.966877,M+H,+,1,,,,,,,1257.948819,M+Na,+,1,,,,,,,1252.993424,M+NH4,+,1,,,,,,,1233.952324,M-H,-,1,,,,,
SQDG 64:3,,,C73H136O12S,,,,,,,,1237.982527,M+H,+,1,,,,,,,1259.964469,M+Na,+,1,,,,,,,1255.009074,M+NH4,+,1,,,,,,,1235.967975,M-H,-,1,,,,,
SQDG 66:9,,,C75H128O12S,,,,,,,,1253.919927,M+H,+,1,,,,,,,1275.901869,M+Na,+,1,,,,,,,1270.946474,M+NH4,+,1,,,,,,,1251.905374,M-H,-,1,,,,,
SQDG 66:6,,,C75H134O12S,,,,,,,,1259.966877,M+H,+,1,,,,,,,1281.948819,M+Na,+,1,,,,,,,1276.993424,M+NH4,+,1,,,,,,,1257.952324,M-H,-,1,,,,,
SQDG 66:0,,,C75H146O12S,,,,,,,,1272.060778,M+H,+,1,,,,,,,1294.042719,M+Na,+,1,,,,,,,1289.087324,M+NH4,+,1,,,,,,,1270.046225,M-H,-,1,,,,,
SQDG 68:11,,,C77H128O12S,,,,,,,,1277.919927,M+H,+,1,,,,,,,1299.901869,M+Na,+,1,,,,,,,1294.946474,M+NH4,+,1,,,,,,,1275.905374,M-H,-,1,,,,,
SQDG 68:6,,,C77H138O12S,,,,,,,,1287.998178,M+H,+,1,,,,,,,1309.980119,M+Na,+,1,,,,,,,1305.024724,M+NH4,+,1,,,,,,,1285.983625,M-H,-,1,,,,,
SQDG 24:3,,,C33H56O12S,,,,,,,,677.3565249,M+H,+,1,,,,,,,699.3384664,M+Na,+,1,,,,,,,694.3830714,M+NH4,+,1,,,,,,,675.341972,M-H,-,1,,,,,
SQDG 28:3,,,C37H64O12S,,,,,,,,733.4191251,M+H,+,1,,,,,,,755.4010667,M+Na,+,1,,,,,,,750.4456717,M+NH4,+,1,,,,,,,731.4045722,M-H,-,1,,,,,
SQDG 28:1,,,C37H68O12S,,,,,,,,737.4504253,M+H,+,1,,,,,,,759.4323668,M+Na,+,1,,,,,,,754.4769718,M+NH4,+,1,,,,,,,735.4358723,M-H,-,1,,,,,
SQDG 30:4,,,C39H66O12S,,,,,,,,759.4347752,M+H,+,1,,,,,,,781.4167167,M+Na,+,1,,,,,,,776.4613217,M+NH4,+,1,,,,,,,757.4202223,M-H,-,1,,,,,
SQDG 30:2,,,C39H70O12S,,,,,,,,763.4660753,M+H,+,1,,,,,,,785.4480169,M+Na,+,1,,,,,,,780.4926219,M+NH4,+,1,,,,,,,761.4515224,M-H,-,1,,,,,
SQDG 32:9,,,C41H60O12S,,,,,,,,777.387825,M+H,+,1,,,,,,,799.3697665,M+Na,+,1,,,,,,,794.4143715,M+NH4,+,1,,,,,,,775.3732721,M-H,-,1,,,,,
SQDG 42:2,,,C51H94O12S,,,,,,,,931.6538761,M+H,+,1,,,,,,,953.6358176,M+Na,+,1,,,,,,,948.6804226,M+NH4,+,1,,,,,,,929.6393232,M-H,-,1,,,,,
SQDG 44:9,,,C53H84O12S,,,,,,,,945.5756258,M+H,+,1,,,,,,,967.5575673,M+Na,+,1,,,,,,,962.6021723,M+NH4,+,1,,,,,,,943.5610729,M-H,-,1,,,,,
SQDG 44:6,,,C53H90O12S,,,,,,,,951.622576,M+H,+,1,,,,,,,973.6045175,M+Na,+,1,,,,,,,968.6491225,M+NH4,+,1,,,,,,,949.608023,M-H,-,1,,,,,
SQDG 50:2,,,C59H110O12S,,,,,,,,1043.779077,M+H,+,1,,,,,,,1065.761018,M+Na,+,1,,,,,,,1060.805623,M+NH4,+,1,,,,,,,1041.764524,M-H,-,1,,,,,
SQDG 56:3,,,C65H120O12S,,,,,,,,1125.857327,M+H,+,1,,,,,,,1147.839268,M+Na,+,1,,,,,,,1142.883873,M+NH4,+,1,,,,,,,1123.842774,M-H,-,1,,,,,
SQDG 58:9,,,C67H112O12S,,,,,,,,1141.794727,M+H,+,1,,,,,,,1163.776668,M+Na,+,1,,,,,,,1158.821273,M+NH4,+,1,,,,,,,1139.780174,M-H,-,1,,,,,
SQDG 62:2,,,C71H134O12S,,,,,,,,1211.966877,M+H,+,1,,,,,,,1233.948819,M+Na,+,1,,,,,,,1228.993424,M+NH4,+,1,,,,,,,1209.952324,M-H,-,1,,,,,
SQDG 64:12,,,C73H118O12S,,,,,,,,1219.841677,M+H,+,1,,,,,,,1241.823618,M+Na,+,1,,,,,,,1236.868223,M+NH4,+,1,,,,,,,1217.827124,M-H,-,1,,,,,
SQDG 66:2,,,C75H142O12S,,,,,,,,1268.029478,M+H,+,1,,,,,,,1290.011419,M+Na,+,1,,,,,,,1285.056024,M+NH4,+,1,,,,,,,1266.014925,M-H,-,1,,,,,
SQDG 68:7,,,C77H136O12S,,,,,,,,1285.982527,M+H,+,1,,,,,,,1307.964469,M+Na,+,1,,,,,,,1303.009074,M+NH4,+,1,,,,,,,1283.967975,M-H,-,1,,,,,
ST 24:4;O6;HexNAc,,,C32H47NO11,,,,,,,,622.3221878,M+H,+,1,,,,,,,644.3041293,M+Na,+,1,,,,,,,639.3487343,M+NH4,+,1,,,,,,,620.3076349,M-H,-,1,,,,,
ST 24:5;O8;HexNAc,,,C32H45NO13,,,,,,,,652.296367,M+H,+,1,,,,,,,674.2783085,M+Na,+,1,,,,,,,669.3229135,M+NH4,+,1,,,,,,,650.281814,M-H,-,1,,,,,
ST 18:0;O;HexNAc,,,C26H43NO6,,,,,,,,466.3163146,M+H,+,1,,,,,,,488.2982561,M+Na,+,1,,,,,,,483.3428611,M+NH4,+,1,,,,,,,464.3017616,M-H,-,1,,,,,
ST 18:0;O2;HexNAc,,,C26H43NO7,,,,,,,,482.3112292,M+H,+,1,,,,,,,504.2931707,M+Na,+,1,,,,,,,499.3377757,M+NH4,+,1,,,,,,,480.2966763,M-H,-,1,,,,,
ST 18:0;O3;HexNAc,,,C26H43NO8,,,,,,,,498.3061438,M+H,+,1,,,,,,,520.2880854,M+Na,+,1,,,,,,,515.3326904,M+NH4,+,1,,,,,,,496.2915909,M-H,-,1,,,,,
ST 18:0;O4;HexNAc,,,C26H43NO9,,,,,,,,514.3010584,M+H,+,1,,,,,,,536.283,M+Na,+,1,,,,,,,531.327605,M+NH4,+,1,,,,,,,512.2865055,M-H,-,1,,,,,
ST 18:0;O5;HexNAc,,,C26H43NO10,,,,,,,,530.2959731,M+H,+,1,,,,,,,552.2779146,M+Na,+,1,,,,,,,547.3225196,M+NH4,+,1,,,,,,,528.2814201,M-H,-,1,,,,,
ST 18:0;O6;HexNAc,,,C26H43NO11,,,,,,,,546.2908877,M+H,+,1,,,,,,,568.2728292,M+Na,+,1,,,,,,,563.3174342,M+NH4,+,1,,,,,,,544.2763347,M-H,-,1,,,,,
ST 18:0;O7;HexNAc,,,C26H43NO12,,,,,,,,562.2858023,M+H,+,1,,,,,,,584.2677438,M+Na,+,1,,,,,,,579.3123488,M+NH4,+,1,,,,,,,560.2712494,M-H,-,1,,,,,
ST 18:0;O8;HexNAc,,,C26H43NO13,,,,,,,,578.2807169,M+H,+,1,,,,,,,600.2626584,M+Na,+,1,,,,,,,595.3072634,M+NH4,+,1,,,,,,,576.266164,M-H,-,1,,,,,
ST 18:1;O;HexNAc,,,C26H41NO6,,,,,,,,464.3006645,M+H,+,1,,,,,,,486.282606,M+Na,+,1,,,,,,,481.327211,M+NH4,+,1,,,,,,,462.2861116,M-H,-,1,,,,,
ST 18:1;O2;HexNAc,,,C26H41NO7,,,,,,,,480.2955791,M+H,+,1,,,,,,,502.2775207,M+Na,+,1,,,,,,,497.3221257,M+NH4,+,1,,,,,,,478.2810262,M-H,-,1,,,,,
ST 18:1;O3;HexNAc,,,C26H41NO8,,,,,,,,496.2904938,M+H,+,1,,,,,,,518.2724353,M+Na,+,1,,,,,,,513.3170403,M+NH4,+,1,,,,,,,494.2759408,M-H,-,1,,,,,
ST 18:1;O4;HexNAc,,,C26H41NO9,,,,,,,,512.2854084,M+H,+,1,,,,,,,534.2673499,M+Na,+,1,,,,,,,529.3119549,M+NH4,+,1,,,,,,,510.2708554,M-H,-,1,,,,,
ST 18:1;O5;HexNAc,,,C26H41NO10,,,,,,,,528.280323,M+H,+,1,,,,,,,550.2622645,M+Na,+,1,,,,,,,545.3068695,M+NH4,+,1,,,,,,,526.2657701,M-H,-,1,,,,,
ST 18:1;O6;HexNAc,,,C26H41NO11,,,,,,,,544.2752376,M+H,+,1,,,,,,,566.2571791,M+Na,+,1,,,,,,,561.3017841,M+NH4,+,1,,,,,,,542.2606847,M-H,-,1,,,,,
ST 18:1;O7;HexNAc,,,C26H41NO12,,,,,,,,560.2701522,M+H,+,1,,,,,,,582.2520938,M+Na,+,1,,,,,,,577.2966988,M+NH4,+,1,,,,,,,558.2555993,M-H,-,1,,,,,
ST 18:1;O8;HexNAc,,,C26H41NO13,,,,,,,,576.2650669,M+H,+,1,,,,,,,598.2470084,M+Na,+,1,,,,,,,593.2916134,M+NH4,+,1,,,,,,,574.2505139,M-H,-,1,,,,,
ST 18:2;O;HexNAc,,,C26H39NO6,,,,,,,,462.2850145,M+H,+,1,,,,,,,484.266956,M+Na,+,1,,,,,,,479.311561,M+NH4,+,1,,,,,,,460.2704615,M-H,-,1,,,,,
ST 18:2;O2;HexNAc,,,C26H39NO7,,,,,,,,478.2799291,M+H,+,1,,,,,,,500.2618706,M+Na,+,1,,,,,,,495.3064756,M+NH4,+,1,,,,,,,476.2653761,M-H,-,1,,,,,
